Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,
145097189,00000227,false,Rx,1,8,06,03,A8,00,11,00,3A,B8,
145097436,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
145097669,00000229,false,Rx,1,8,14,03,8F,00,0C,00,3A,B8,
145097918,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145098165,0000020B,false,Rx,1,8,00,00,00,00,68,01,14,00,
145098398,0000022B,false,Rx,1,8,F3,02,93,00,0C,00,3A,B8,
145098646,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145098886,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145099126,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145099360,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145099600,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145099841,00000717,false,Rx,1,8,07,00,00,00,02,25,00,00,
145100074,00000719,false,Rx,1,8,06,00,85,39,00,08,00,40,
145100322,0000071B,false,Rx,1,8,05,00,00,00,00,00,00,00,
145106572,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145106819,00000377,false,Rx,1,8,00,00,00,00,00,00,00,00,
145107112,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145107893,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145116694,00000347,false,Rx,1,8,00,00,00,00,00,08,00,00,
145126692,00000357,false,Rx,1,8,00,00,00,00,00,00,00,00,
145136689,00000327,false,Rx,1,8,00,00,00,00,00,00,00,00,
145138714,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145138848,0000010C,false,Rx,1,2,11,00,00,00,00,00,00,00,
145138997,00000549,false,Rx,1,2,11,FF,00,00,00,00,00,00,
145139131,00000547,false,Rx,1,2,11,FF,00,00,00,00,00,00,
145139266,0000054B,false,Rx,1,2,11,FF,00,00,00,00,00,00,
145146684,00000337,false,Rx,1,8,00,00,00,00,00,00,00,00,
145157135,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145157381,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145157628,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145196749,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
145196989,00000227,false,Rx,1,8,13,03,A9,00,0D,00,3A,B8,
145197236,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145197469,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145197718,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
145197951,00000229,false,Rx,1,8,16,03,99,00,1B,00,3A,B8,
145198191,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145198424,0000022B,false,Rx,1,8,F5,02,95,00,06,00,3A,B8,
145198672,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145198919,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145199152,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145199384,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145199639,00000369,false,Rx,1,8,00,00,00,00,00,00,00,00,
145199873,00000717,false,Rx,1,8,08,00,00,00,69,39,00,00,
145200121,00000719,false,Rx,1,8,07,00,00,00,02,25,00,00,
145200361,0000071B,false,Rx,1,8,06,00,15,39,00,08,00,40,
145206550,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145207076,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145207330,00000379,false,Rx,1,8,00,00,00,00,00,00,00,00,
145207894,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145217195,00000349,false,Rx,1,8,00,00,00,00,00,08,00,00,
145227200,00000359,false,Rx,1,8,00,00,00,00,00,00,00,00,
145237198,00000329,false,Rx,1,8,00,00,00,00,00,00,00,00,
145238714,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145247195,00000339,false,Rx,1,8,00,00,00,00,00,00,00,00,
145257132,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145257379,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145257627,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145296737,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
145296976,00000227,false,Rx,1,8,19,03,A9,00,13,00,3A,B8,
145297216,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145297464,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145297699,00000229,false,Rx,1,8,20,03,90,00,15,00,3A,B8,
145297946,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145298179,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145298420,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145298652,0000022B,false,Rx,1,8,06,03,95,00,11,00,3A,B8,
145298900,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145299141,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145299373,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145299621,0000036B,false,Rx,1,8,00,00,00,00,00,00,00,00,
145299863,00000717,false,Rx,1,8,09,00,89,39,00,00,00,00,
145300103,00000719,false,Rx,1,8,08,00,00,00,81,39,00,00,
145300350,0000071B,false,Rx,1,8,07,00,00,00,02,25,00,00,
145306542,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145307052,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145307856,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145308104,0000037B,false,Rx,1,8,00,00,00,00,00,00,00,00,
145317981,0000034B,false,Rx,1,8,00,00,00,00,00,08,00,00,
145327978,0000035B,false,Rx,1,8,00,00,00,00,00,00,00,00,
145337975,0000032B,false,Rx,1,8,00,00,00,00,00,00,00,00,
145338717,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145338853,0000010C,false,Rx,1,2,12,00,00,00,00,00,00,00,
145338995,00000547,false,Rx,1,2,12,FF,00,00,00,00,00,00,
145339129,00000549,false,Rx,1,2,12,FF,00,00,00,00,00,00,
145339263,0000054B,false,Rx,1,2,12,FF,00,00,00,00,00,00,
145347973,0000033B,false,Rx,1,8,00,00,00,00,00,00,00,00,
145357132,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145357379,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145357627,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145396692,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
145396930,00000227,false,Rx,1,8,22,03,A7,00,1E,00,3A,B8,
145397178,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145397419,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145397659,00000229,false,Rx,1,8,2B,03,94,00,05,00,3A,B8,
145397900,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145398141,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145398381,0000022B,false,Rx,1,8,01,03,95,00,1B,00,3A,B8,
145398621,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145398854,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145399094,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145399326,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145399575,00000717,false,Rx,1,8,0A,00,00,00,00,00,00,00,
145399816,00000719,false,Rx,1,8,09,00,71,39,00,00,00,00,
145400063,0000071B,false,Rx,1,8,08,00,00,00,1D,39,00,00,
145406500,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145407046,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145407834,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145438714,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145457137,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145457376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145457631,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145496696,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
145496935,00000227,false,Rx,1,8,2C,03,AC,00,16,00,3A,B8,
145497176,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145497424,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
145497665,00000229,false,Rx,1,8,3A,03,92,00,0A,00,3A,B8,
145497906,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145498146,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145498378,0000022B,false,Rx,1,8,0B,03,94,00,16,00,3A,B8,
145498625,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145498860,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145499099,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145499332,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145499580,00000717,false,Rx,1,8,0B,00,00,00,00,00,00,00,
145499829,00000719,false,Rx,1,8,0A,00,00,00,00,00,00,00,
145500069,0000071B,false,Rx,1,8,09,00,21,39,00,00,00,00,
145506497,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145507006,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145507832,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145538720,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145538854,0000010C,false,Rx,1,2,13,00,00,00,00,00,00,00,
145539010,00000549,false,Rx,1,2,13,FF,00,00,00,00,00,00,
145539144,00000547,false,Rx,1,2,13,FF,00,00,00,00,00,00,
145539270,0000054B,false,Rx,1,2,13,FF,00,00,00,00,00,00,
145557130,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145557376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145557631,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145596646,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145596886,00000227,false,Rx,1,8,35,03,B4,00,0E,00,3A,B8,
145597127,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145597374,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145597607,00000229,false,Rx,1,8,41,03,95,00,0B,00,3A,B8,
145597849,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145598097,0000020B,false,Rx,1,8,00,00,00,00,68,01,14,00,
145598329,0000022B,false,Rx,1,8,18,03,92,00,11,00,3A,B8,
145598578,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145598810,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145599050,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145599284,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145599523,00000717,false,Rx,1,8,0C,01,00,04,04,06,01,00,
145599772,00000719,false,Rx,1,8,0B,00,00,00,00,00,00,00,
145600012,0000071B,false,Rx,1,8,0A,00,00,00,00,00,00,00,
145606447,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145607009,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145607790,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145638717,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145657132,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145657379,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145657627,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145696617,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145696858,00000227,false,Rx,1,8,3D,03,B7,00,10,00,3A,B8,
145697106,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145697345,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145697579,00000229,false,Rx,1,8,4A,03,97,00,11,00,3A,B8,
145697827,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145698067,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145698300,0000022B,false,Rx,1,8,13,03,90,00,14,00,3A,B8,
145698548,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145698781,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145699021,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145699254,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145699502,00000717,false,Rx,1,8,0E,00,00,02,06,0E,00,00,
145699743,00000719,false,Rx,1,8,0C,01,00,04,04,06,01,00,
145699984,0000071B,false,Rx,1,8,0B,00,00,00,00,00,00,00,
145706421,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145706962,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145707795,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145738719,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145738853,0000010C,false,Rx,1,2,14,00,00,00,00,00,00,00,
145739002,00000549,false,Rx,1,2,14,FF,00,00,00,00,00,00,
145739130,00000547,false,Rx,1,2,14,FF,00,00,00,00,00,00,
145739264,0000054B,false,Rx,1,2,14,FF,00,00,00,00,00,00,
145757130,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145757376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145757625,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145796595,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145796828,00000227,false,Rx,1,8,47,03,B6,00,17,00,3A,B8,
145797076,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145797315,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145797549,00000229,false,Rx,1,8,54,03,9E,00,08,00,3A,B8,
145797790,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145798037,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145798271,0000022B,false,Rx,1,8,1B,03,8E,00,10,00,3A,B8,
145798518,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145798751,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145798985,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145799224,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145799457,00000717,false,Rx,1,8,0F,00,CD,01,B6,26,00,00,
145799700,00000719,false,Rx,1,8,0E,00,00,02,06,0E,00,00,
145799940,0000071B,false,Rx,1,8,0C,01,00,04,04,06,01,00,
145806418,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145806943,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145807739,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145838719,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145857134,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145857374,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145857629,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145896576,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
145896808,00000227,false,Rx,1,8,4A,03,BA,00,0A,00,3A,B8,
145897055,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145897304,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
145897536,00000229,false,Rx,1,8,5B,03,9D,00,11,00,3A,B8,
145897777,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145898018,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145898258,0000022B,false,Rx,1,8,29,03,8D,00,12,00,3A,B8,
145898505,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145898738,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145898971,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145899211,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145899451,00000717,false,Rx,1,8,10,F9,0F,00,18,00,00,00,
145899686,00000719,false,Rx,1,8,0F,00,CD,01,03,27,00,00,
145899933,0000071B,false,Rx,1,8,0E,00,00,02,06,0E,00,00,
145906382,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145906938,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145907719,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145938720,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145938854,0000010C,false,Rx,1,2,15,00,00,00,00,00,00,00,
145939003,00000547,false,Rx,1,2,15,FF,00,00,00,00,00,00,
145939137,00000549,false,Rx,1,2,15,FF,00,00,00,00,00,00,
145939271,0000054B,false,Rx,1,2,15,FF,00,00,00,00,00,00,
145957135,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145957381,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145957629,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145996558,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
145996798,00000227,false,Rx,1,8,53,03,B1,00,16,00,3A,B8,
145997037,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145997286,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145997518,00000229,false,Rx,1,8,62,03,A1,00,07,00,3A,B8,
145997759,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
145998000,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
145998240,0000022B,false,Rx,1,8,29,03,87,00,12,00,3A,B8,
145998488,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
145998721,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145998954,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145999193,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
145999427,00000717,false,Rx,1,8,11,00,7A,FF,00,00,02,02,
145999675,00000719,false,Rx,1,8,10,FE,0F,00,17,00,00,00,
145999915,0000071B,false,Rx,1,8,0F,00,CD,01,A8,26,00,00,
146006382,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146006906,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146007724,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146038720,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146057127,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146057373,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146057628,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146096456,00000367,false,Rx,1,8,00,00,00,00,00,00,00,00,
146096704,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
146096937,00000227,false,Rx,1,8,5A,03,B2,00,13,00,3A,B8,
146097177,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146097409,00000229,false,Rx,1,8,68,03,9D,00,0A,00,3A,B8,
146097657,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146097899,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146098131,0000022B,false,Rx,1,8,3A,03,93,00,07,00,3A,B8,
146098379,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146098626,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146098860,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146099092,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146099333,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146099573,00000717,false,Rx,1,8,12,40,29,00,27,00,27,00,
146099806,00000719,false,Rx,1,8,11,00,89,FF,00,00,02,02,
146100047,0000071B,false,Rx,1,8,10,05,00,00,15,00,00,00,
146106334,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146106581,00000377,false,Rx,1,8,00,00,00,00,00,00,00,00,
146106897,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146107685,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146116447,00000347,false,Rx,1,8,00,00,00,00,00,08,00,00,
146126444,00000357,false,Rx,1,8,00,00,00,00,00,00,00,00,
146136449,00000327,false,Rx,1,8,00,00,00,00,00,00,00,00,
146138716,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146138850,0000010C,false,Rx,1,2,16,00,00,00,00,00,00,00,
146138991,00000547,false,Rx,1,2,16,FF,00,00,00,00,00,00,
146139125,00000549,false,Rx,1,2,16,FF,00,00,00,00,00,00,
146139260,0000054B,false,Rx,1,2,16,FF,00,00,00,00,00,00,
146146444,00000337,false,Rx,1,8,00,00,00,00,00,00,00,00,
146157137,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146157383,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146157632,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146196500,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146196732,00000227,false,Rx,1,8,63,03,B6,00,14,00,3A,B8,
146196981,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146197213,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146197453,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146197695,00000229,false,Rx,1,8,71,03,9A,00,08,00,3A,B8,
146197935,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146198175,0000022B,false,Rx,1,8,3D,03,8E,00,02,00,3A,B8,
146198416,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146198663,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146198895,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146199137,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146199384,00000369,false,Rx,1,8,00,00,00,00,00,00,00,00,
146199631,00000717,false,Rx,1,8,13,00,00,00,00,00,00,00,
146199866,00000719,false,Rx,1,8,12,3F,26,00,27,00,26,00,
146200106,0000071B,false,Rx,1,8,11,00,95,FF,00,00,02,02,
146206304,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146206851,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146207098,00000379,false,Rx,1,8,00,00,00,00,00,00,00,00,
146207677,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146216969,00000349,false,Rx,1,8,00,00,00,00,00,08,00,00,
146226966,00000359,false,Rx,1,8,00,00,00,00,00,00,00,00,
146236979,00000329,false,Rx,1,8,00,00,00,00,00,00,00,00,
146238719,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146246962,00000339,false,Rx,1,8,00,00,00,00,00,00,00,00,
146257132,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146257378,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146257627,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146296476,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146296710,00000227,false,Rx,1,8,67,03,B2,00,04,00,3A,B8,
146296950,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146297205,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
146297438,00000229,false,Rx,1,8,80,03,99,00,0C,00,3A,B8,
146297679,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146297919,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146298160,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146298393,0000022B,false,Rx,1,8,3F,03,95,00,07,00,3A,B8,
146298639,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146298880,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146299114,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146299361,0000036B,false,Rx,1,8,00,00,00,00,00,00,00,00,
146299608,00000717,false,Rx,1,8,14,00,00,00,FB,FF,00,00,
146299858,00000719,false,Rx,1,8,13,00,00,00,00,00,00,00,
146300090,0000071B,false,Rx,1,8,12,3F,28,00,27,00,25,00,
146306311,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146306828,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146307630,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146307879,0000037B,false,Rx,1,8,00,00,00,00,00,00,00,00,
146317754,0000034B,false,Rx,1,8,00,00,00,00,00,08,00,00,
146327750,0000035B,false,Rx,1,8,00,00,00,00,00,00,00,00,
146337748,0000032B,false,Rx,1,8,00,00,00,00,00,00,00,00,
146338714,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146338851,0000010C,false,Rx,1,2,17,00,00,00,00,00,00,00,
146338999,00000547,false,Rx,1,2,17,FF,00,00,00,00,00,00,
146339133,00000549,false,Rx,1,2,17,FF,00,00,00,00,00,00,
146339267,0000054B,false,Rx,1,2,17,FF,00,00,00,00,00,00,
146347747,0000033B,false,Rx,1,8,00,00,00,00,00,00,00,00,
146357130,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146357378,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146357625,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146396458,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146396690,00000227,false,Rx,1,8,75,03,AB,00,08,00,3A,B8,
146396937,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146397185,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
146397418,00000229,false,Rx,1,8,80,03,9C,00,05,00,3A,B8,
146397667,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146397907,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146398140,0000022B,false,Rx,1,8,5D,03,9A,00,11,00,3A,B8,
146398388,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146398619,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146398854,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146399094,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146399342,00000719,false,Rx,1,8,14,00,00,00,0C,00,00,00,
146399583,0000071B,false,Rx,1,8,13,00,00,00,00,00,00,00,
146406255,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146406832,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146407612,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146438712,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146457135,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146457381,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146457628,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146496424,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146496664,00000227,false,Rx,1,8,76,03,AB,00,08,00,3A,B8,
146496904,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146497145,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146497377,00000229,false,Rx,1,8,87,03,92,00,1A,00,3A,B8,
146497625,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146497867,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146498099,0000022B,false,Rx,1,8,62,03,92,00,0B,00,3A,B8,
146498347,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146498579,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146498813,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146499052,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
